,Korean Name,English Name,Image Url,Explanation,Category,Factors,kcal,sat_FAT,protein,fat,trans_FAT,sodium,sugars,caffeine,cholesterol,chabo
64,치즈 포크 커틀릿 샌드위치,Cheese Pork Cutlet Sandwich,https://image.istarbucks.co.kr/upload/store/skuimg/2022/10/[9300000004311]_20221011124051205.jpg,겉 테두리가 없는 식빵 사이에 모차렐라 치즈와 국내산 포크 커틀릿을 넣어 만든 샌드위치입니다.,product_sandwich,알레르기 유발요인 : 대두 / 우유 / 알류 / 달걀 / 밀 / 토마토 / 조개류(굴) / 돼지고기 / 쇠고기 / 아황산류,729,12,25,45,0.3,1412,11,0,49,56
65,치킨 & 머쉬룸 멜팅 치즈 샌드위치,Chicken & Mushroom Melting Cheese Sandwich,https://image.istarbucks.co.kr/upload/store/skuimg/2024/04/[9300000005157]_20240430143823832.jpg,부드러우면서 바삭한 바게트 빵 사이에 담백한 닭가슴살과 풍미 깊은 머쉬룸소스를 버무린 버섯 사이로 녹아내린 치즈가 조화로운 바게트 샌드위치입니다.,product_sandwich,알레르기 유발요인 : 대두 / 우유 / 알류 / 밀 / 닭고기,407,4.3,19,19,0.2,895,5,0,42,40
66,치킨 베이컨 랩,Chicken Bacon Wrap,https://image.istarbucks.co.kr/upload/store/skuimg/2024/02/[9300000005046]_20240229090615771.jpg,"닭가슴살과 스크램블 에그, 베이컨, 스위스 치즈에 매콤한 할라피뇨 마요 소스를 더해 감칠맛을 살린 랩입니다.",product_sandwich,알레르기 유발요인 : 대두 / 우유 / 알류 / 달걀 / 메추리알 / 밀 / 토마토 / 돼지고기 / 닭고기 / 쇠고기 / 아황산류,381,6,18,21,0.2,1138,4,0,120,30
67,치킨 클래식 샌드위치,Chicken Classic Sandwich,https://image.istarbucks.co.kr/upload/store/skuimg/2023/03/[9300000004460]_20230322091331552.jpg,"닭가슴살, 베이컨, 계란, 토마토를 넣어 든든하게 즐길 수 있는 클래식한 샌드위치입니다.",product_sandwich,알레르기 유발요인 : 대두 / 우유 / 알류 / 밀 / 토마토 / 조개류(굴) / 돼지고기 / 닭고기 / 쇠고기,411,6,24,19,0.1,993,2,0,61,36
68,햄 & 딥 치즈 소금빵,Ham & Cheese Salted Bread,https://image.istarbucks.co.kr/upload/store/skuimg/2024/03/[9300000005134]_20240327145209435.jpg,"버터를 말아 구운 고소한 소금빵에 체다 치즈 소스를 넉넉히 바르고 햄을 샌드한 소금빵 샌드위치 입니다.

* 매장에서 따뜻하게 데워서 드시면 가장 맛있습니다.
",product_sandwich,알레르기 유발요인 : 대두 / 우유 / 알류 / 밀 / 조개류(굴) / 돼지고기 / 쇠고기,254,6,9,10,0.3,630,4,0,37,32
69,햄&루꼴라 올리브 샌드위치,Ham&Rucola Olive Sandwich,https://image.istarbucks.co.kr/upload/store/skuimg/2021/11/[9300000001777]_20211103092722745.jpg,"햄, 토마토, 모짜렐라 치즈와 루꼴라를 올리브가 콕콕 박힌 치아바타 사이에 넣은 샌드위치입니다.",product_sandwich,알레르기 유발요인 : 대두 / 우유 / 달걀 / 밀 / 토마토 / 닭고기 / 아황산류,353,4.1,17,13,0.2,781,3,0,24,42
70,트러플 머쉬룸 수프,Truffle Mushroom Soup,https://image.istarbucks.co.kr/upload/store/skuimg/2023/05/[9900000000680]_20230519163033642.jpg,"송로 버섯의 향과 양송이 버섯의 진한
풍미가 조화로운 수프입니다.
※ 수프 구매 시 통밀 토스트칩이 함께 제공됩니다.",product_hot_food,알레르기 유발요인 : 땅콩 / 우유 / 밀 / 닭고기,155,8,3,11,0,423,3,0,7,11
71,플랜트 미트볼 수프,Plant Meatball Soup,https://image.istarbucks.co.kr/upload/store/skuimg/2023/06/[9900000001386]_20230626125948177.jpg,"잘게 다진 양파와 식물성 재료로 만든 플랜트 미트볼이 들어있는 새콤달콤한 맛의 토마토 수프입니다.
※ 수프 구매 시 통밀 토스트칩이 함께 제공됩니다.",product_hot_food,알레르기 유발요인 : 대두 / 우유 / 밀 / 토마토 / 닭고기,222,2,8,14,0,930,7,0,0,16
72,복숭아 가득 핸디 젤리,Peach Handy Jelly,https://image.istarbucks.co.kr/upload/store/skuimg/2023/05/[9300000004508]_20230519162911806.jpg,국내산 복숭아를 가득 담은 달콤한 맛의 스타벅스 핸디 젤리,product_fruit_yogurt,알레르기 유발요인 : 대두 / 복숭아 / 토마토,85,0,0,0,0,0,21,0,0,21
73,사과 가득 핸디 젤리,Apple Handy Jelly,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000001911]_20210421164827717.jpg,경북 특산물인 사과를 가득 담은 달콤한 맛의 스타벅스 핸디 젤리,product_fruit_yogurt,,80,0,0,0,0,20,18,0,0,20
74,하루 한 컵 RED+,"A Fresh Cup A Day, RED+",https://image.istarbucks.co.kr/upload/store/skuimg/2024/01/[9300000005088]_20240102110826498.jpg,국내산 사과와 대추 방울 토마토를 한 컵에 담아 언제 어디서나 편하게 즐길 수 있습니다.,product_fruit_yogurt,알레르기 유발요인 : 토마토,0,0,0,0,0,0,0,0,0,0
75,한 입에 쏙 우리 과일칩(딸기&사과),Frozen Dried Fruit(Strawberry&Apple),https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000002408]_20210422110358459.jpg,"국내산 딸기와 사과를 그대로 동결 건조한
과일 스낵으로 바삭한 식감과 함께
과일 본연의 맛을 즐길 수 있습니다.
첨가물이 전혀 없고 칼로리도 비교적 낮아
부담없이 드실 수 있습니다.",product_fruit_yogurt,,35,0,0,0,0,5,6,0,0,8
76,한라봉 가득 핸디 젤리,Hallabong Handy Jelly,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000001912]_20210422111311568.jpg,제주도 특산물인 한라봉과 감귤을 가득 담은 상큼한 맛의 스타벅스 핸디 젤리,product_fruit_yogurt,,75,0,0,0,0,15,18,0,0,19
77,New 밀크 푸딩,New Milk Pudding,https://image.istarbucks.co.kr/upload/store/skuimg/2023/09/[9300000002619]_20230907153532788.jpg,"신선한 우유와 국내산 달걀을 넣어 만든
부드럽고 달콤한 밀크 푸딩입니다.
냉장보관이 필요한 상품입니다.",product_fruit_yogurt,알레르기 유발요인 : 대두 / 우유 / 달걀,127,5,5,7,0,55,10,0,32,11
78,New 초콜릿 푸딩,New Chocolate Pudding,https://image.istarbucks.co.kr/upload/store/skuimg/2023/07/[9300000002620]_20230711093213773.jpg,"벨기에 초콜릿과 국내산 달걀,
신선한 우유로 만든 진한 초콜릿 푸딩입니다.
냉장보관이 필요한 상품입니다.",product_fruit_yogurt,알레르기 유발요인 : 대두 / 우유 / 알류,182,6,5,10,0,37,15,0,46,18
79,오가닉 그릭 요거트 플레인,Organic Greek Yogurt Plain,https://image.istarbucks.co.kr/upload/store/skuimg/2021/08/[9300000003231]_20210826102030821.jpg,유기농 우유와 유산균으로 만든 정통 그릭 방식의 플레인 요거트 입니다. ,product_fruit_yogurt,알레르기 유발요인 : 우유,93.5,3.2,5.1,4.6,0,63.3,4.5,0,20.3,7.9
80,오가닉 프로틴 그릭 요거트 & 그래놀라,Organic Protein Greek Yogurt & Granola,https://image.istarbucks.co.kr/upload/store/skuimg/2021/08/[9300000003232]_20210826102225500.jpg,"유기농 원유와 유기농 우유 유래 프로틴으로 크림치즈같은 깊은 맛과 풍미를 구현, 
유기농 그래놀라로 구성된 가볍고 든든한 간편 한끼 요거트로 
요거트와 그래놀라 정량(120g) 모두 취식시 13g의 단백질을 섭취 할 수 있습니다.
※ 단백질 함량 총 13g:요거트 11g + 그래놀라 2g 함유",product_fruit_yogurt,알레르기 유발요인 : 우유,242,4.8,13,10,0,91,15,0,25,26
81,제주 녹차 푸딩,JEJU GREENTEA PUDDING,https://image.istarbucks.co.kr/upload/store/skuimg/2023/04/[9300000004509]_20230406145005252.jpg,"제주 녹차의 깊은 맛을 부드럽게 즐길 수 있는 녹차 푸딩입니다.
냉장 보관이 필요한 상품입니다.",product_fruit_yogurt,알레르기 유발요인 : 대두 / 우유 / 알류,139,4,5,5,0,56,16,0,19,19
82,플라워 버터 쿠키 어쏘트먼트,Flower Butter Cookie Assortment,https://image.istarbucks.co.kr/upload/store/skuimg/2024/04/[9300000005235]_20240422123702521.jpg,"프랑스산 버터로 만들어서 더욱 고급스러운 버터 풍미를 가득 느낄 수 있는 버터 쿠키입니다. 버터, 초코, 말차 세 가지 맛으로 다양하게 즐길 수 있습니다. 소중한 사람에게 고마움을 전해보세요.",product_snack,알레르기 유발요인 : 우유 / 밀,505,20,5,25,0.4,210,13,0,55,65
83,플라워 버터 쿠키 오리지널,Flower Butter Cookie Original,https://image.istarbucks.co.kr/upload/store/skuimg/2024/04/[9300000005236]_20240422123905216.jpg,프랑스산 버터로 만들어서 더욱 고급스러운 버터 풍미를 가득 느낄 수 있는 버터 쿠키입니다. 쿠키가 하나씩 낱개 포장되어 있어서 나누어 먹기 좋습니다. 소중한 사람에게 고마움을 전해보세요.,product_snack,알레르기 유발요인 : 우유 / 밀,60,2.4,1,3.1,0,25,2,0,5,8
84,비스코티 크래커,Biscotti Cracker,https://image.istarbucks.co.kr/upload/store/skuimg/2023/08/[9300000004821]_20230823152549358.jpg,"귀리, 건과, 견과류가 조화롭고 비 정제 원당과 메이플 시럽으로 은은한 단맛을 내어 바삭하게 즐길 수 있는 건강 스낵입니다. ",product_snack,알레르기 유발요인 : 우유 / 밀,570,3.2,17,21,0,450,15,0,5,86
85,로고 코인 다크 초콜릿 (골드),Logo Coin Dark Chocolate (Gold),https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[5650003321]_20210421154421904.jpg,"골드 틴 케이스에 들어있는 사이렌 로고 모양의 다크 초콜릿입니다. 
",product_snack,,255,13,5,19,0,0,13,0,0,16
86,로고 코인 밀크 초콜릿 (실버),Logo Coin Milk Chocolate (Silver),https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[5650003322]_20210421154642682.jpg,"실버 틴 케이스에 들어있는 사이렌 로고 모양의 밀크 초콜릿입니다. 
",product_snack,알레르기 유발요인 : 우유,256,9,4,14,0,50,30,0,6,30
87,리저브 초콜릿 세트,Reserve Chocolate Set,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000001610]_20210430112117130.jpg,벨기에와 프랑스산 재료를 넣은 프리미엄 초콜릿으로 리저브 커피와 드시면 더욱 맛이 좋습니다.,product_snack,알레르기 유발요인 : 대두 / 우유,181,6,2,9,0,18,19,0,5,23
88,스타벅스 파베 초콜릿 다크,Starbucks Pave Chocolate Dark,https://image.istarbucks.co.kr/upload/store/skuimg/2024/03/[9300000004911]_20240305142504584.jpg,"프랑스 발로나 다크 초콜릿과 동물성 유크림을 사용해 더욱 부드러운 맛과 쫀득한 식감의 파베 초콜릿 입니다.
하트 모양 포인트와 작은 포크가 들어 있어 커피와 함께 즐기기에도, 선물하기에도 좋습니다.",product_snack,알레르기 유발요인 : 대두 / 우유,55,3,1,3.4,0,0,1,0,5,5
89,스타벅스 파베 초콜릿 밀크,Starbucks Pave Chocolate Milk,https://image.istarbucks.co.kr/upload/store/skuimg/2024/03/[9300000004912]_20240305142647282.jpg,"프랑스 발로나 밀크 초콜릿과 동물성 유크림을 사용해 더욱 부드러운 맛과 쫀득한 식감의 파베 초콜릿 입니다.
하트 모양 포인트와 작은 포크가 들어 있어 커피와 함께 즐기기에도, 선물하기에도 좋습니다.",product_snack,알레르기 유발요인 : 대두 / 우유,55,3.1,1,3.5,0,5,1,0,5,5
90,제주 오름 초콜릿 세트,Jeju Oreum Chocolate Set,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000001257]_20210421141438947.jpg,[제주지역 한정푸드] 제주의 유명 자연 경관인 오름 모양을 형상화한 초콜릿 세트 입니다.,product_snack,알레르기 유발요인 : 땅콩 / 대두 / 우유,570,21,7,32,0,37,57,0,16,63
91,하트 파베 초콜릿,Heart Pave Chocolate,https://image.istarbucks.co.kr/upload/store/skuimg/2024/01/[9300000005091]_20240118084927567.jpg,하트를 모티브로한 틴 케이스 속 재료까지 신경 쓴 하트 모양의 파베 초콜릿 8알이 담겨 있습니다.(*냉동보관 상품입니다.),product_snack,알레르기 유발요인 : 대두 / 우유,218,12,3.9,14,0,14,5,0,13,20
92,다크 초콜릿 카우보이 쿠키,Dark Chocolate Cowboy Cookie,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[5650003319]_20210421133115157.jpg,진한 다크 초콜릿과 고소한 피칸이 들어있는 쿠키입니다.,product_snack,알레르기 유발요인 : 대두 / 우유 / 알류 / 밀,427,10,5,23,0.2,465,30,0,49,49
93,제주 담은 현무암 쿠키 샌드,Jeju Sand Cookie,https://image.istarbucks.co.kr/upload/store/skuimg/2023/12/[9300000005037]_20231211094612911.jpg,현무암 모양의 쿠키 사이에 달콤 상큼한 제주 한라봉 크림과 달콤 쌉싸름한 제주 녹차 크림이 샌드된 두 가지 맛의 쿠키 세트입니다.,product_snack,알레르기 유발요인 : 대두 / 우유 / 달걀 / 밀 / 오징어,67,4.2,12,5,0,459,5,0,16,78
94,청크 초콜릿 쿠키 틴 세트,Chunk Chocolate Cookie Set,https://image.istarbucks.co.kr/upload/store/skuimg/2024/02/[9300000004942]_20240216111756412.jpg,"다크 초콜릿 / 화이트 초콜릿을 듬뿍 넣어 구운 쿠키가
각각 4개씩 들어 있는 쿠키 세트입니다.
고급스러운 틴 케이스로 소장가치를 높였습니다.",product_snack,알레르기 유발요인 : 대두 / 우유 / 알류 / 밀,212,6,2,12,0.5,143,22,0,30,24
95,초콜릿 월넛 돔 쿠키,Chocolate Walnut Dome Cookie,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000001785]_20210422124351650.jpg,다크 초콜릿과 구운 호두가 듬뿍 들어있는 쿠키에 아몬드 크림을 한번 덧 씌워 볼록하게 올라온 외형이 마치 돔과 같은 모습을 가졌습니다.,product_snack,알레르기 유발요인 : 호두 / 대두 / 우유 / 알류 / 밀,441,12,5,29,0.2,300,34,0,33,40
96,화이트 초콜릿 카우보이 쿠키,White Chocolate Cowboy Cookie,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[5650003320]_20210422104923689.jpg,달콤한 화이트 초콜릿과 고소한 피칸이 들어있는 초콜릿 쿠키입니다. ,product_snack,알레르기 유발요인 : 대두 / 우유 / 알류 / 밀,427,11,6,23,0.2,537,31,0,49,49
97,까망베르 치즈 피낭시에,Camembert Cheese Financier,https://image.istarbucks.co.kr/upload/store/skuimg/2023/03/[9300000004134]_20230309175137480.jpg,"까망베르 치즈, 체다치즈와 버터의 고소한 풍미가 가득한 피낭시에입니다. 
상단의 블랙 페퍼 토핑으로 더욱 깊은 풍미를 느껴보세요.",product_snack,알레르기 유발요인 : 우유 / 알류 / 밀,163,5,4,9,0.1,138,10,0,23,16
98,미키 마들렌,Mickey Madeleine,https://image.istarbucks.co.kr/upload/store/skuimg/2023/10/[9300000004852]_20231004085501745.jpg,고소한 버터 풍미가 전해지는 미키 마우스 모양의 마들렌입니다.,product_snack,알레르기 유발요인 : 우유 / 달걀 / 밀,128,4.5,2,8,0,61,6,0,36,12
99,미키 마카롱,Mickey Macaron,https://image.istarbucks.co.kr/upload/store/skuimg/2023/10/[9300000004851]_20231004085752083.jpg,"초코 & 스트로베리 마카롱 꼬끄 사이에 미키 마우스 귀를 형상화한 초콜릿과 진한 가나슈 크림이 샌드된 미키 마카롱입니다.
",product_snack,알레르기 유발요인 : 대두 / 우유 / 달걀 / 밀,238,8,4,14,0,35,21,0,8,24
100,바닐라 마카롱,Vanilla Macaron,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[5110008078]_20210421132713320.jpg,겉은 바삭하고 속은 쫄깃한 달콤한 바닐라 맛의 마카롱입니다.,product_snack,알레르기 유발요인 : 우유 / 달걀 / 밀,134,1.9,3,6,0.1,13,14,0,5,17
101,블루베리 마카롱,Blueberry Macaron,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[5110008075]_20210421132809638.jpg,겉은 바삭하고 속은 쫄깃한 새콤 달콤 블루베리 맛의 마카롱입니다.,product_snack,알레르기 유발요인 : 우유 / 달걀 / 밀,156,1.8,3,8,0.1,28,16,0,6,18
102,새코롬 한라봉 마들렌,Hallabong Madeleine,https://image.istarbucks.co.kr/upload/store/skuimg/2022/09/[9300000004339]_20220905130835349.jpg,한라봉 제스트를 넣어 구운 마들렌에 진한 초콜릿을 코팅한 달콤하고 향긋한 마들렌입니다.,product_snack,알레르기 유발요인 : 대두 / 우유 / 달걀 / 밀,240,12,2,14,0,70,7,0,30,26
103,쇼콜라 피낭시에,Chocolate Financier,https://image.istarbucks.co.kr/upload/store/skuimg/2022/06/[9300000004135]_20220603101215256.jpg,"초콜릿의 고급스러운 달콤함과 버터, 아몬드 가루의 풍미가 어우러져 커피와 잘 어울리는 피낭시에입니다.",product_snack,알레르기 유발요인 : 대두 / 우유 / 알류 / 밀,178,6,3,10,0.1,147,11,0,20,18
104,코시롱 땅콩 마들렌,Peanut Madeleine,https://image.istarbucks.co.kr/upload/store/skuimg/2022/09/[9300000004338]_20220905130522974.jpg,고소한 땅콩을 넣어 구운 마들렌에 달콤한 초콜릿을 코팅한 마들렌입니다.,product_snack,알레르기 유발요인 : 땅콩 / 대두 / 우유 / 달걀 / 밀,260,10,2,18,0,90,11,0,30,23
105,하트 스트로베리 마카롱,Heart Strawberry Macaron,https://image.istarbucks.co.kr/upload/store/skuimg/2023/03/[9300000004517]_20230302155837573.jpg,"하트 모양의 겉은 바삭하고 속은 쫄깃한 상큼한 딸기 맛 마카롱입니다.
",product_snack,알레르기 유발요인 : 우유 / 달걀 / 밀 / 아황산류,130,1.8,3,6,0.1,18,13,0,6,16
106,그래놀라 볼,Granola ball,https://image.istarbucks.co.kr/upload/store/skuimg/2024/03/[9300000004820]_20240308170414352.jpg,귀리와 마카다미아를 넣어 고소하고 다크초콜릿 칩의 은은한 단 맛이 돋보이는 그래놀라 볼 스낵입니다.,product_snack,알레르기 유발요인 : 대두 / 우유 / 밀 / 돼지고기,141,1.2,3,5,0,25,6,0,0,21
107,그래놀라 오리지널(250g),Granola Original(250g),https://image.istarbucks.co.kr/upload/store/skuimg/2024/02/[9300000005085]_20240216111957309.jpg,"3가지 오트와 마카다미아, 아몬드, 블루베리를 메이플 시럽, 아가베 시럽, 비정제 원당과 함께 볶아 고소함과 달콤함이 조화로운 식사 대용 및 건강 간식입니다.",product_snack,,455,4.5,10,19,0,113,22,0,0,65
108,그레인 쉐이크 스틱,Grain Shake Stick,https://image.istarbucks.co.kr/upload/store/skuimg/2024/03/[9300000004774]_20240312140410782.jpg,"단백질 함량이 풍부한 고소한 곡물 맛의 파우더를 스틱 포장에 담아 편리하게 즐기실 수 있습니다.
1포당 단백질 10g이 들어있습니다.",product_snack,알레르기 유발요인 : 대두 / 우유,70,0.3,10,0.7,0,80,3,0,0,6
109,더블 치즈 베이글 칩,Double Cheese Bagel Chip,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000002517]_20210421163620610.jpg,"파마산 치즈와 모짜렐라 치즈를 넣어
구운 베이글에 꿀을 더해 한 번 더
바삭하게 구운 베이글 칩입니다.
",product_snack,알레르기 유발요인 : 우유 / 밀,295,6,6,12,0,240,14,0,15,39
110,딸기&우리 밀 카스텔라,Strawberry&Wheat Castella,https://image.istarbucks.co.kr/upload/store/skuimg/2023/08/[9300000004634]_20230823153052789.jpg,"동물복지 유정란, 우리 밀, 유기농 우유를 사용한 플레인 카스텔라와 딸기 카스텔라를 함께 즐길 수 있는 상품입니다.
",product_snack,알레르기 유발요인 : 우유 / 달걀 / 밀,0,0,0,0,0,0,0,0,0,0
111,라이스 칩,Rice Chips with Yuja jam,https://image.istarbucks.co.kr/upload/store/skuimg/2024/01/[9300000005034]_20240126123753987.jpg,국내산 가루쌀로 만든 고소한 라이스 칩. 함께 곁들이면 더욱 맛이 좋은 달콤한 유자 쌀 잼이 동봉되어 있습니다.,product_snack,,200,0,4,0.7,0,110,7,0,0,45
112,리얼 두부칩,Real Tofu Chip,https://image.istarbucks.co.kr/upload/store/skuimg/2022/03/[9300000004045]_20220317080849998.jpg,국산콩으로 만든 두부를 넣고 쌀가루로 반죽해서 오븐에 구운 두부칩입니다.,product_snack,알레르기 유발요인 : 대두 / 밀,155,1,4,5,0,190,6,0,0,30
113,버터바,Butter Bar,https://image.istarbucks.co.kr/upload/store/skuimg/2023/06/[9300000004784]_20230613153947144.jpg,입안을 가득 채우는 풍성한 버터 풍미가 느껴지는 스틱 형태의 디저트 버터바입니다.,product_snack,알레르기 유발요인 : 대두 / 우유 / 달걀 / 밀,303,11,2,19,0.4,145,14,0,66,31
114,쁘띠 까눌레,Petit Canele,https://image.istarbucks.co.kr/upload/store/skuimg/2024/04/[9300000005153]_20240430145115476.jpg,자연방사 유정란과 바닐라 럼을 활용하는 프랑스 보르도 지역의 전통 레시피로 만들어져 풍성한 바닐라 향과 쫀득한 식감이 특징인 프랑스 전통 디저트 쁘띠 까눌레입니다.,product_snack,알레르기 유발요인 : 우유 / 달걀 / 밀,50.2,0.2,0.9,0.5,0,6,7,0,6.5,10.5
115,심플리치클껌,Simply Gum,https://image.istarbucks.co.kr/upload/store/skuimg/2023/02/[9300000003510]_20230209152944772.jpg,스타벅스만의 스페셜 민트 플레이버의 껌을 크래프트 박스에 담은 껌 입니다.,product_snack,,3,0,0,0,0,0,2,0,0,1
116,씨프렌즈 캔디,Sea Friends Candy,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000001058]_20210430112553273.jpg,예쁜 틴 케이스에 사이렌과 바닷속 친구들이 담겨져 있는 캔디입니다.,product_snack,알레르기 유발요인 : 밀,196,0,0,0,0,5,34,0,0,49
117,아몬드 토피넛 캔디,Almond Toffee Candy,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000002621]_20210422100435870.jpg,"아몬드와 버터를 듬뿍 넣어 수제 방식으로 만든
바삭하고 달콤한 토피넛 캔디입니다.
낱개 포장되어 있어 취식이 편리합니다. (10개입)
",product_snack,알레르기 유발요인 : 우유,316,9,1,20,0.7,75,33,0,23,33
118,오도독 건강한 넛&블루베리,Nut&Blueberry,https://image.istarbucks.co.kr/upload/store/skuimg/2023/10/[9300000004940]_20231020102848413.jpg,견과류의 고소함과 블루베리의 달콤함을 즐길 수 있는 한 줌 스낵입니다. ,product_snack,,180,2,6,14,0,1,3,0,0,9
119,유산균 옐로푸드 쉐이크,Probiotics Yellow food Shake,https://image.istarbucks.co.kr/upload/store/skuimg/2021/06/[9300000003249]_20210622110500291.jpg,"Yellow_귀리, 수수, 바질씨드의 담백함
Nutrition_프로바이오틱스, 프리바이오틱스
High_고 식이섬유
를 담은 간편하고 든든한 쉐이크 입니다",product_snack,알레르기 유발요인 : 대두 / 우유,130,1,6,3,0,115,11,0,2,23
120,자일리톨 캔디 크리스탈 레몬,Xylitol Candy Crystal Lemon,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000002556]_20210422111709402.jpg,"자작나무에서 추출한 핀란드산 천연 자일리톨로 만든
크리스탈 원석 형태의 캔디입니다.
(자일리톨 98.5%, 레몬향 첨가)
미니 틴케이스에 담아 편리하게 드실 수 있습니다.",product_snack,,66,0,0,0,0,0,0,0,0,26
121,자일리톨 캔디 크리스탈 민트,Xylitol Candy Crystal Mint,https://image.istarbucks.co.kr/upload/store/skuimg/2020/07/[9300000002727]_20200724104844210.jpg,"자작나무에서 추출한 핀란드산 천연 자일리톨로 만든
크리스탈 원석 형태의 캔디입니다.
(자일리톨 99.7%, 민트향 첨가)
미니 틴케이스에 담아 편리하게 드실 수 있습니다.",product_snack,,65,0,0,0,0,0,0,0,0,9
122,초콜릿 쉐이크 스틱,Chocolate Shake Stick,https://image.istarbucks.co.kr/upload/store/skuimg/2024/03/[9300000004773]_20240312133528885.jpg,"단백질 함량이 풍부한 달콤한 초콜릿 맛의 파우더를 스틱 포장에 담아 편리하게 즐기실 수 있습니다.
1포당 단백질 10g이 들어있습니다.
",product_snack,알레르기 유발요인 : 대두 / 우유,70,0.4,10,0.6,0,80,2,0,0,6
123,콜라겐 레드푸드 쉐이크,Collagen Red Food Shake,https://image.istarbucks.co.kr/upload/store/skuimg/2021/06/[9300000003250]_20210622110556167.jpg,"Red_석류, 비트의 달콤함
Nutrition_저분자 피쉬콜라겐 함유
High_계란 한개 반 단백질
을 담은 간편하고 든든한 쉐이크 입니다",product_snack,알레르기 유발요인 : 대두 / 우유,145,1,9,3,0,110,11,0,4,22
124,프로틴 블랙푸드 쉐이크 ,Protein Black Food Shake,https://image.istarbucks.co.kr/upload/store/skuimg/2021/06/[9300000003251]_20210622110700318.jpg,"Black_검정콩, 흑미의 고소함
Local_우리땅에서 자란 고소한 오곡(보리, 검정깨, 흑미, 검정콩, 서리태)
High_계란 두개 단백질
을 담은 간편하고 든든한 쉐이크 입니다",product_snack,알레르기 유발요인 : 대두 / 우유,145,1.1,13,3.2,0,260,11,0,2,16
125,하트 젤리,Heart Jelly,https://image.istarbucks.co.kr/upload/store/skuimg/2023/12/[9300000004850]_20231227103217302.jpg,"복숭아, 엘더베리, 사과, 석류 과일즙으로 달콤한 맛을 낸 세 가지 맛의 하트 모양 젤리입니다.",product_snack,알레르기 유발요인 : 복숭아,188,0,0,0,0,17,27,0,0,47
126,한 입에 쏙 카스텔라,Castella Rusk,https://image.istarbucks.co.kr/upload/store/skuimg/2022/10/[9300000002718]_20221020095146767.jpg,"국내산 달걀을 넣어 구운 카스텔라를 한 입 크기로
잘라 다시 한번 구워낸 바삭한 카스텔라 러스크입니다.",product_snack,알레르기 유발요인 : 대두 / 우유 / 알류 / 밀,226,3.1,4.5,6.5,0,60.9,23.6,0,129.5,37.4
127,한입에 쏙 고구마,Real Sweet Potato,https://image.istarbucks.co.kr/upload/store/skuimg/2022/05/[9300000004212]_20220520084512244.jpg,국내산 고구마로 만든 간편하고 맛있게 즐길 수 있는 한입 간식,product_snack,,249,0,2,1,0,24,16,0,0,58
128,한입에 쏙 공주 알밤,Steamed Chestnut,https://image.istarbucks.co.kr/upload/store/skuimg/2021/04/[9300000002000]_20210422110821623.jpg,"국내산 공주 밤을 껍질 제거 후 그대로 쪄낸 간식입니다.
국내 최대 산지인 공주 밤을 엄선해 알이 크고 단 맛이 좋습니다.",product_snack,,120,0,2.7,0.2,0,0.6,2.2,0,0,27
129,딸기 요거트 젤라또,Strawberry Yogurt Gelato,https://image.istarbucks.co.kr/upload/store/skuimg/2024/03/[9300000005133]_20240327150212911.jpg,산뜻한 요거트 맛과 달콤한 딸기 맛이 어우러진 젤라또입니다.,product_icecream,알레르기 유발요인 : 우유,145,1.9,4,3.1,0,35,19,0,9,25
130,요거트 젤라또,Yogurt Gelato,https://image.istarbucks.co.kr/upload/store/skuimg/2023/08/[9300000004515]_20230817100837329.jpg,산뜻한 요거트 맛이 느껴지는 젤라또입니다.,product_icecream,알레르기 유발요인 : 땅콩 / 호두 / 대두 / 우유 / 달걀 / 밀 / 복숭아 / 오징어 / 쇠고기 / 아황산류,153,1.7,4,2.8,0,56,20,0,9,28
131,피스타치오 젤라또,Pistachio Gelato,https://image.istarbucks.co.kr/upload/store/skuimg/2023/08/[9300000004514]_20230817100727753.jpg,고소한 피스타치오 맛이 느껴지는 젤라또입니다.,product_icecream,알레르기 유발요인 : 땅콩 / 호두 / 대두 / 우유 / 달걀 / 밀 / 복숭아 / 오징어 / 쇠고기 / 아황산류,238,4.7,6,14,0,53,17,0,21,22
